loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
6500,17.57,233.6,15000.0,28.08,0.0,0,3,8,2,0,1,0.0
2500,9.44,80.02,33000.0,10.85,0.0,0,1,10,2,1,1,0.0
8000,14.09,273.78,38081.0,9.11,0.0,0,1,7,2,0,3,0.0
7200,13.56,244.55,60000.0,11.9,0.0,0,2,10,1,2,1,0.0
14000,13.99,325.69,44000.0,30.69,0.0,1,2,2,0,2,3,0.0
10000,13.65,340.08,39399.22,20.29,0.0,0,2,3,2,2,3,0.0
20825,12.62,469.8,47000.0,8.26,0.0,1,2,3,0,1,9,0.0
10000,10.9,216.93,85000.0,18.55,0.0,1,1,10,1,2,3,6375.0
12000,7.39,372.67,62000.0,20.24,0.0,0,0,10,0,2,3,0.0
35000,12.73,1174.75,286000.0,5.33,0.0,0,1,1,0,1,1,21450.0
12000,14.49,282.28,42012.0,4.2,0.0,1,2,0,2,1,1,0.0
22000,13.99,751.81,80000.0,13.13,0.0,0,2,10,0,1,1,6000.0
15000,18.45,545.68,82000.0,34.69,0.0,0,3,10,0,0,3,6150.0
5000,7.75,156.11,45000.0,5.0,0.0,0,0,0,2,2,1,0.0
25000,19.82,926.83,110000.0,16.2,1.0,0,6,10,0,0,5,8250.0
13000,12.49,434.84,43000.0,11.83,0.0,0,1,10,1,1,1,0.0
6000,7.26,185.98,50000.0,20.45,1.0,0,0,2,0,2,1,0.0
14000,11.47,461.47,36000.0,32.74,0.0,0,1,10,2,1,1,0.0
17950,19.89,474.47,49900.0,1.2,0.0,1,4,10,2,2,0,0.0
6000,10.91,196.18,30000.0,7.16,0.0,0,1,10,0,1,2,0.0
25000,6.99,771.82,120000.0,9.76,0.0,0,0,1,0,2,2,9000.0
25000,21.48,683.11,69000.0,8.26,1.0,1,4,10,0,1,3,5175.0
7200,17.86,259.8,30000.0,35.36,0.0,0,3,10,2,0,1,0.0
10000,13.99,232.64,56000.0,42.01,0.0,1,2,10,0,0,2,0.0
9375,15.99,329.56,55284.0,18.65,0.0,0,2,-1,2,0,1,0.0
17000,28.72,536.72,36000.0,20.43,0.0,1,5,-1,0,0,1,0.0
8000,13.33,270.83,38000.0,18.79,3.0,0,2,10,2,1,0,0.0
10025,23.99,288.35,33000.0,27.13,0.0,1,4,10,2,0,3,0.0
20000,6.08,609.17,150000.0,16.08,0.0,0,0,10,1,1,1,11250.0
8000,10.75,260.97,102714.0,21.5,0.0,0,1,10,0,2,1,7703.549999999999
16800,12.29,376.18,45500.0,21.0,0.0,1,2,9,0,2,3,0.0
16000,7.21,495.58,70000.0,11.88,0.0,0,0,10,0,2,1,5250.0
25000,11.49,549.69,78000.0,16.58,0.0,1,1,10,0,1,1,5850.0
10000,6.03,304.36,60000.0,33.68,0.0,0,0,5,0,0,0,0.0
24000,7.89,750.86,180000.0,11.56,0.0,0,0,1,2,1,3,13500.0
28500,18.25,727.6,57000.0,28.82,0.0,1,4,10,0,2,2,0.0
2800,9.44,89.62,44000.0,10.77,0.0,0,1,4,2,1,1,0.0
26250,13.99,610.66,65000.0,26.9,0.0,1,2,10,0,0,1,0.0
35000,11.47,769.22,163700.0,32.5,0.0,1,1,10,0,0,1,12277.5
16250,8.9,515.99,135000.0,12.02,0.0,0,0,1,2,2,1,10125.0
15000,17.86,379.76,50000.0,11.74,0.0,1,3,9,2,0,1,0.0
17000,6.72,522.74,84000.0,11.3,0.0,0,0,9,2,2,3,6300.0
7000,8.19,219.97,142000.0,14.08,0.0,0,0,2,2,2,1,10650.0
32000,14.08,745.92,78000.0,5.82,0.0,1,2,4,0,0,1,5850.0
12000,26.3,361.42,60000.0,10.1,0.0,1,4,9,0,0,1,0.0
15000,15.49,360.72,85000.0,34.31,0.0,1,2,2,0,0,1,6375.0
4800,16.01,168.78,60000.0,22.16,4.0,0,2,10,0,2,1,0.0
15000,8.9,476.3,40000.0,11.76,0.0,0,0,1,2,1,1,0.0
23675,15.61,570.84,70000.0,23.58,0.0,1,2,6,1,0,1,5250.0
35000,19.99,1300.55,150000.0,15.94,0.0,0,4,10,1,1,1,11250.0
25000,25.69,1003.15,78000.0,29.17,0.0,0,5,0,0,1,1,5850.0
14000,19.99,370.84,102000.0,24.58,1.0,1,4,10,0,2,2,7650.0
18000,15.99,437.63,65000.0,9.9,0.0,1,2,8,2,1,1,0.0
24000,26.77,729.56,88000.0,14.79,1.0,1,4,10,0,1,2,6600.0
9000,12.29,300.18,212000.0,9.17,0.0,0,2,9,2,1,3,15900.0
19600,19.22,510.82,40000.0,31.53,0.0,1,3,10,0,0,3,0.0
35000,7.35,1086.31,175176.0,13.52,0.0,0,0,4,0,0,3,13138.199999999999
1500,6.19,45.77,20749.2,15.79,0.0,0,0,-1,2,2,2,0.0
25000,14.99,594.62,76300.0,28.28,0.0,1,2,9,2,2,1,5722.5
12000,11.98,398.46,41000.0,17.83,1.0,0,1,7,1,0,0,0.0
10000,5.32,301.15,55000.0,11.48,0.0,0,0,5,2,1,3,0.0
35000,9.44,1120.18,590000.0,3.95,3.0,0,1,10,0,1,1,44250.0
21000,7.89,424.7,77000.0,19.75,0.0,1,0,10,0,1,3,5775.0
10000,10.49,324.98,43000.0,15.84,2.0,0,1,8,2,2,1,0.0
30000,11.99,996.29,85000.0,18.27,0.0,0,2,4,0,0,1,6375.0
11500,11.49,379.17,46000.0,12.71,0.0,0,1,10,2,1,1,0.0
12000,14.08,279.72,103000.0,8.84,0.0,1,2,10,2,2,1,7725.0
20725,11.99,688.27,52000.0,24.58,0.0,0,1,10,2,0,1,0.0
5000,11.99,166.05,17000.0,11.37,0.0,0,2,0,2,1,3,0.0
8400,17.86,303.1,28000.0,22.67,0.0,0,3,2,2,2,1,0.0
30000,8.24,943.42,66000.0,28.59,2.0,0,1,10,0,1,1,4950.0
2000,10.49,65.0,88500.0,17.52,0.0,0,1,10,1,1,2,6637.5
40000,8.81,826.66,100000.0,19.69,0.0,1,0,10,0,0,1,7500.0
6000,15.05,208.14,50000.0,11.44,0.0,0,2,1,2,1,1,0.0
30000,15.8,726.36,140000.0,8.79,0.0,1,2,10,0,0,1,10500.0
6075,15.31,211.52,35000.0,15.57,0.0,0,2,5,2,2,1,0.0
24000,15.05,571.59,85686.0,3.87,0.0,1,2,3,0,0,7,6426.45
21000,17.99,759.1,52261.0,26.64,2.0,0,3,-1,1,0,1,0.0
1000,12.73,33.57,19992.0,4.92,0.0,0,1,0,2,2,1,0.0
25500,19.99,675.46,92700.0,10.43,0.0,1,3,10,0,1,1,6952.5
2000,15.23,47.83,42000.0,11.17,1.0,1,2,2,0,1,4,0.0
27500,16.91,682.12,55000.0,22.34,0.0,1,2,7,0,1,1,0.0
10000,10.33,214.1,70000.0,9.77,0.0,1,1,4,2,2,9,5250.0
14000,11.47,461.47,90000.0,10.12,0.0,0,1,10,2,1,1,6750.0
14000,11.49,461.6,66000.0,11.91,0.0,0,1,2,2,2,1,4950.0
16000,7.91,500.72,210000.0,7.69,1.0,0,0,10,1,1,3,15750.0
16000,20.0,594.62,46000.0,24.52,1.0,0,3,10,0,1,1,0.0
12025,10.99,393.63,38000.0,21.81,1.0,0,1,10,0,1,3,0.0
10000,15.31,348.18,32000.0,17.74,0.0,0,2,5,0,2,1,0.0
30000,15.05,1040.7,75000.0,13.95,1.0,0,2,10,0,0,1,5625.0
40000,18.99,1037.41,120000.0,22.71,0.0,1,3,10,0,0,1,9000.0
7500,13.49,254.48,64000.0,17.63,6.0,0,2,10,0,0,1,0.0
27525,16.29,673.61,60000.0,11.76,0.0,1,3,10,2,1,13,0.0
15200,26.3,457.8,40000.0,14.46,0.0,1,4,10,0,0,1,0.0
37200,7.49,1156.99,62000.0,30.1,0.0,0,0,10,0,0,1,0.0
8000,18.25,290.23,60000.0,8.8,0.0,0,3,7,2,2,1,0.0
27000,11.44,889.59,90000.0,11.97,0.0,0,1,7,2,0,1,6750.0
12000,6.89,369.93,85000.0,22.86,0.0,0,0,10,0,1,1,6375.0
16000,8.49,505.01,70000.0,28.68,0.0,0,1,10,0,1,3,5250.0
32000,11.47,1054.78,101000.0,34.1,0.0,0,1,10,2,0,1,7575.0
25000,18.99,648.38,76000.0,20.59,0.0,1,4,10,2,1,1,5700.0
10000,10.99,327.34,61110.0,14.02,0.0,0,1,10,1,2,0,0.0
32850,11.99,1090.94,150000.0,16.82,0.0,0,2,10,2,2,1,11250.0
2575,26.24,104.08,30000.0,19.4,0.0,0,4,2,2,0,0,0.0
19000,16.49,467.01,73000.0,13.25,1.0,1,3,6,0,1,3,5475.0
10000,10.91,326.97,95000.0,16.65,0.0,0,1,2,2,1,3,7125.0
19000,20.0,706.11,52000.0,24.61,0.0,0,3,2,2,1,1,0.0
8000,12.73,268.52,75000.0,4.83,0.0,0,1,7,1,2,1,5625.0
22200,18.2,804.82,75600.0,23.44,1.0,0,4,1,0,2,4,5670.0
20000,19.99,529.77,48000.0,16.73,0.0,1,3,10,1,0,1,0.0
12000,18.2,306.03,82000.0,12.79,0.0,1,4,6,2,1,1,6150.0
3400,13.35,115.14,38000.0,29.06,10.0,0,2,2,0,1,2,0.0
6000,7.97,187.94,35000.0,29.32,0.0,0,0,10,0,2,1,0.0
9100,7.21,281.86,115000.0,9.85,0.0,0,0,0,0,2,1,8625.0
28000,6.97,864.18,212000.0,31.75,0.0,0,0,10,0,1,3,15900.0
10800,16.02,262.75,54000.0,26.31,0.0,1,2,2,2,0,3,0.0
6000,7.97,187.94,40200.0,28.06,0.0,0,0,3,2,1,1,0.0
18000,16.99,447.25,61174.0,25.17,1.0,1,3,3,2,2,1,0.0
7000,18.3,254.13,40320.0,6.82,0.0,0,5,5,2,1,1,0.0
3000,11.98,99.62,112000.0,16.3,0.0,0,1,10,2,2,0,8400.0
6200,10.99,202.96,46709.04,18.81,0.0,0,1,-1,0,0,2,0.0
5000,13.3,169.2,31000.0,16.88,7.0,0,3,4,2,2,1,0.0
13500,13.33,457.02,31000.0,21.06,0.0,0,2,1,2,0,1,0.0
10000,13.67,340.18,30160.0,34.14,0.0,0,1,9,2,1,3,0.0
35000,17.09,871.54,145000.0,3.14,0.0,1,3,0,0,0,1,10875.0
15000,10.37,486.62,118450.0,14.76,0.0,0,1,-1,0,0,1,8883.75
7000,19.2,257.31,90000.0,26.0,0.0,0,3,6,1,1,3,6750.0
40000,8.81,1268.46,140000.0,22.48,0.0,0,0,4,2,0,3,10500.0
40000,5.32,1204.6,25000.0,116.61,0.0,0,0,0,0,2,2,0.0
18125,16.29,443.57,68000.0,13.27,0.0,1,2,10,0,0,1,5100.0
13800,5.32,415.59,70000.0,10.71,0.0,0,0,0,2,2,1,5250.0
21600,13.33,495.13,65000.0,22.16,0.0,1,2,7,2,1,1,0.0
35375,10.42,1148.44,190000.0,19.9,0.0,0,1,10,0,1,3,14250.0
15000,18.54,385.33,49000.0,21.99,0.0,1,4,6,0,1,1,0.0
12000,6.24,366.37,98000.0,16.94,1.0,0,0,10,0,2,3,7350.0
10700,20.39,399.78,9000.0,4.67,0.0,0,3,2,2,0,1,0.0
8000,7.49,248.82,41000.0,17.1,0.0,0,0,4,2,2,1,0.0
13000,11.22,426.96,61000.0,24.24,0.0,0,1,0,2,0,1,0.0
15000,11.99,498.15,80000.0,23.4,4.0,0,1,7,0,2,1,6000.0
18000,21.45,491.53,30000.0,16.8,0.0,1,3,0,2,1,1,0.0
11200,8.08,351.39,82000.0,13.79,0.0,0,0,3,2,1,6,6150.0
6500,13.59,220.87,95000.0,18.68,3.0,0,2,2,0,2,1,7125.0
15000,11.47,494.43,65000.0,13.68,0.0,0,1,9,0,0,1,0.0
4500,17.77,162.17,30000.0,20.72,0.0,0,3,10,2,2,1,0.0
13000,16.46,319.33,55000.0,11.56,1.0,1,2,2,0,1,1,0.0
30000,18.99,1099.53,81600.0,32.97,0.0,0,3,10,2,0,1,6120.0
5400,15.61,188.81,104000.0,25.94,0.0,0,3,10,2,1,1,7800.0
25000,12.99,568.7,97000.0,23.89,0.0,1,2,-1,0,0,1,7275.0
3500,14.31,120.15,43000.0,27.99,1.0,0,2,8,2,0,1,0.0
13500,7.97,422.86,70000.0,9.24,1.0,0,0,0,0,1,1,5250.0
12000,14.3,411.89,45000.0,19.84,0.0,0,2,1,2,2,1,0.0
5600,11.12,183.66,79000.0,13.59,0.0,0,1,4,2,0,2,5925.0
10000,14.49,235.24,34171.92,34.99,0.0,1,2,-1,2,0,1,0.0
6600,14.47,227.09,58033.0,31.66,0.0,0,2,10,1,0,1,0.0
5000,11.39,164.62,50000.0,12.96,3.0,0,1,10,0,1,1,0.0
12000,22.35,333.82,75000.0,18.03,0.0,1,3,5,0,1,1,5625.0
22400,16.29,548.19,64000.0,22.24,0.0,1,3,10,0,1,1,0.0
40000,7.84,808.0,97000.0,20.7,0.0,1,0,4,0,1,1,7275.0
8500,13.56,288.7,63000.0,23.81,0.0,0,2,10,0,1,2,0.0
1200,16.02,42.21,86000.0,23.55,0.0,0,2,10,0,0,0,6450.0
7200,16.55,255.1,50000.0,23.79,0.0,0,3,6,2,0,1,0.0
30000,15.02,714.02,113000.0,24.87,0.0,1,2,-1,0,0,1,8475.0
5000,8.18,157.1,54152.0,15.54,0.0,0,1,10,0,1,7,0.0
16000,7.02,494.18,80000.0,1.71,0.0,0,0,10,2,2,3,6000.0
25000,12.49,836.23,85000.0,19.1,0.0,0,1,7,2,1,3,6375.0
12500,12.74,419.62,25000.0,16.08,0.0,0,2,9,2,1,1,0.0
17000,11.31,559.06,92747.0,26.76,0.0,0,1,3,2,1,3,6956.025
24000,13.67,554.35,90000.0,28.33,0.0,1,2,7,0,2,2,6750.0
26400,21.45,720.91,200000.0,12.26,0.0,1,3,0,0,1,1,15000.0
12000,11.49,395.66,90000.0,21.25,0.0,0,1,10,0,1,1,6750.0
17425,21.48,660.8,46000.0,19.49,0.0,0,4,0,2,2,3,0.0
11200,16.02,272.49,60000.0,8.72,0.0,1,2,0,2,2,3,0.0
10450,5.93,317.58,45000.0,20.37,0.0,0,0,4,2,2,3,0.0
24000,15.31,574.88,65471.0,21.17,1.0,1,2,10,0,2,3,4910.325
2400,12.79,80.63,68000.0,6.16,0.0,0,2,10,2,1,0,5100.0
30000,14.99,1039.82,71000.0,6.25,0.0,0,2,-1,0,0,1,5325.0
12000,15.05,416.28,42000.0,27.63,0.0,0,2,5,2,0,1,0.0
16000,9.67,513.8,68000.0,10.23,0.0,0,1,9,1,0,3,5100.0
8000,7.99,250.66,70000.0,23.86,1.0,0,0,7,2,1,3,5250.0
18575,17.14,663.55,42616.0,29.57,0.0,0,3,9,0,0,1,0.0
12000,8.24,377.37,72000.0,24.16,0.0,0,1,2,0,2,3,5400.0
10000,11.99,332.1,180000.0,5.91,0.0,0,1,10,1,2,2,13500.0
2200,11.44,72.49,40000.0,23.67,0.0,0,1,2,2,0,1,0.0
35000,18.49,898.13,125000.0,20.06,0.0,1,4,0,0,1,2,9375.0
6000,10.99,196.41,140000.0,10.94,0.0,0,1,6,1,1,1,10500.0
12000,12.62,402.14,106000.0,8.24,0.0,0,2,0,2,2,1,7950.0
5000,10.49,162.49,83000.0,18.77,0.0,0,1,9,0,0,1,6225.0
40000,11.39,1316.95,200000.0,9.77,0.0,0,1,10,0,1,1,15000.0
12800,12.99,431.23,81864.0,19.17,0.0,0,2,-1,0,0,1,6139.8
7000,6.08,213.21,28000.0,1.93,0.0,0,0,-1,0,0,0,0.0
10000,13.59,230.57,50000.0,23.19,0.0,1,2,2,1,1,1,0.0
4000,11.31,131.55,90000.0,21.4,0.0,0,1,10,2,2,1,6750.0
20000,16.46,491.27,180000.0,15.0,0.0,1,2,10,0,0,2,13500.0
20000,11.99,444.79,105000.0,12.15,2.0,1,1,10,0,0,1,7875.0
12000,10.64,390.83,35000.0,9.02,0.0,0,1,7,0,0,1,0.0
29000,10.64,625.34,104000.0,12.63,0.0,1,1,10,0,0,1,7800.0
10000,11.99,332.1,40000.0,19.02,0.0,0,1,6,2,2,1,0.0
4000,11.99,132.84,59700.0,21.73,0.0,0,1,6,1,0,0,0.0
20000,9.43,640.01,129000.0,8.57,3.0,0,1,10,0,1,1,9675.0
8000,10.91,261.57,71000.0,28.74,0.0,0,1,9,2,2,3,5325.0
12000,7.69,374.33,65000.0,29.27,1.0,0,0,10,0,1,1,0.0
15000,9.44,480.08,185000.0,12.28,0.0,0,1,10,0,1,3,13875.0
16000,6.99,493.97,210000.0,8.46,1.0,0,0,10,0,1,1,15750.0
25000,15.02,595.02,60000.0,14.68,0.0,1,2,3,2,1,3,0.0
25000,22.39,959.82,56000.0,30.93,0.0,0,4,7,0,0,1,0.0
10000,7.96,313.18,30000.0,21.68,0.0,0,0,8,2,1,3,0.0
7200,9.92,232.06,93000.0,8.61,0.0,0,1,2,1,1,2,6975.0
10000,11.06,217.73,88000.0,21.7,0.0,1,1,10,1,2,3,6600.0
24825,22.35,690.59,300000.0,19.98,0.0,1,3,10,0,1,1,22500.0
8000,22.39,307.15,30000.0,34.2,0.0,0,4,1,0,0,1,0.0
18000,13.98,418.65,48000.0,30.05,0.0,1,2,-1,0,0,3,0.0
35000,14.99,832.47,110000.0,25.29,0.0,1,2,10,0,0,1,8250.0
5000,8.18,157.1,47790.0,14.84,3.0,0,1,10,0,2,1,0.0
11775,18.25,300.62,40800.0,26.97,2.0,1,3,-1,2,0,3,0.0
13000,8.24,408.82,140000.0,13.04,1.0,0,1,4,0,0,1,10500.0
15000,8.39,472.75,70278.0,16.73,0.0,0,1,1,0,1,1,5270.849999999999
12000,10.42,389.58,40000.0,12.61,0.0,0,1,4,1,1,1,0.0
12000,9.99,254.91,44375.46,24.15,0.0,1,1,5,2,1,1,0.0
17000,23.88,665.89,109000.0,24.75,0.0,0,4,5,2,1,1,8175.0
30000,12.69,677.85,240000.0,10.94,0.0,1,2,5,1,0,1,18000.0
25000,26.77,1017.55,50800.0,29.53,0.0,0,4,-1,1,0,1,0.0
7000,10.78,228.45,92000.0,1.46,0.0,0,1,10,0,1,3,6900.0
2800,13.99,95.69,90000.0,16.03,0.0,0,2,10,0,1,6,6750.0
30000,10.91,980.89,120000.0,26.47,0.0,0,1,10,2,1,1,9000.0
11200,14.48,263.4,40000.0,26.46,0.0,1,2,10,2,0,1,0.0
10000,7.97,313.23,42000.0,16.37,0.0,0,0,10,2,1,1,0.0
20000,19.47,524.0,90000.0,21.26,2.0,1,3,0,2,1,1,6750.0
35000,11.14,1148.18,98000.0,22.99,0.0,0,1,10,0,0,3,7350.0
2500,9.49,80.08,260000.0,11.18,1.0,0,1,3,0,0,2,19500.0
13450,17.86,485.31,32000.0,10.24,0.0,0,3,9,0,0,1,0.0
5000,10.75,163.11,29000.0,24.71,0.0,0,1,9,2,0,1,0.0
8000,9.44,256.04,45000.0,30.56,0.0,0,1,6,2,1,1,0.0
24000,7.97,751.75,100000.0,10.82,0.0,0,0,0,0,2,1,7500.0
8000,13.33,270.83,53000.0,12.21,2.0,0,2,4,2,2,1,0.0
6000,23.43,233.61,110000.0,13.22,0.0,0,5,0,2,0,0,8250.0
1800,13.49,61.08,67000.0,20.53,0.0,0,2,10,2,0,4,5025.0
30000,15.99,729.39,160000.0,9.59,0.0,1,2,0,0,1,1,12000.0
6000,14.74,207.23,100824.0,4.96,0.0,0,3,10,0,0,1,7561.799999999999
8000,9.92,257.84,76000.0,17.2,0.0,0,1,10,0,1,1,5700.0
12000,7.97,375.88,57137.0,30.48,0.0,0,0,5,0,2,2,0.0
28000,19.22,1029.49,112000.0,31.63,0.0,0,3,10,0,0,1,8400.0
4000,15.04,138.74,55000.0,3.05,0.0,0,2,2,0,1,2,0.0
28000,10.49,909.94,67260.0,18.5,0.0,0,1,-1,0,2,1,5044.5
10000,12.74,335.69,51000.0,5.55,0.0,0,2,3,2,1,3,0.0
15000,17.14,373.92,40000.0,18.69,0.0,1,3,10,2,1,0,0.0
20000,6.11,609.44,95000.0,11.1,0.0,0,0,5,0,2,2,7125.0
8825,17.27,315.83,70000.0,18.89,0.0,0,3,7,0,1,1,5250.0
15125,15.05,524.69,80000.0,26.36,0.0,0,2,10,0,2,1,6000.0
30250,11.31,994.8,62000.0,19.2,0.0,0,1,9,1,1,1,0.0
30600,10.47,657.26,33500.0,11.97,0.0,1,1,5,2,1,3,0.0
32000,19.19,833.45,105000.0,30.72,0.0,1,4,10,0,1,1,7875.0
9000,13.59,305.81,53000.0,28.78,1.0,0,2,0,2,1,1,0.0
9000,7.12,278.39,92000.0,10.25,0.0,0,0,4,2,2,1,6900.0
9000,5.31,271.0,38000.0,14.59,0.0,0,0,7,0,2,1,0.0
39100,6.11,1191.45,100000.0,24.01,0.0,0,0,1,0,1,1,7500.0
15000,9.17,478.19,65000.0,6.0,0.0,0,1,10,2,2,1,0.0
10000,11.99,332.1,46000.0,24.44,1.0,0,1,3,0,1,1,0.0
10000,11.99,332.1,85000.0,16.66,0.0,0,1,10,0,2,0,6375.0
25000,9.92,805.75,70000.0,31.66,0.0,0,1,10,2,2,7,5250.0
1925,7.62,59.99,56000.0,25.26,0.0,0,0,9,1,2,13,0.0
10000,11.8,331.19,52000.0,18.35,0.0,0,1,3,2,1,1,0.0
5000,12.29,166.77,42000.0,13.63,0.0,0,2,5,2,2,1,0.0
10000,11.06,327.68,100500.0,9.1,1.0,0,1,4,0,2,1,7537.5
8400,14.99,291.15,34750.0,25.15,0.0,0,2,8,1,1,1,0.0
5000,6.46,153.16,105000.0,7.65,0.0,0,0,8,0,2,7,7875.0
35000,16.78,1244.02,81000.0,27.07,0.0,0,2,10,0,0,1,6075.0
31200,12.99,709.74,120000.0,10.67,0.0,1,1,5,0,1,3,9000.0
15000,9.17,478.19,55000.0,16.95,0.0,0,1,5,2,2,1,0.0
10000,13.49,230.05,80000.0,14.3,0.0,1,2,2,0,1,7,6000.0
4800,11.99,159.41,75000.0,19.71,0.0,0,1,10,1,2,1,5625.0
18000,19.99,476.79,45000.0,22.67,0.0,1,4,7,2,0,1,0.0
6000,8.81,190.27,85000.0,19.72,0.0,0,0,10,2,2,3,6375.0
19600,13.99,455.96,44600.0,35.23,0.0,1,2,10,1,1,1,0.0
15000,13.99,348.95,90000.0,15.05,1.0,1,2,10,0,2,1,6750.0
6400,11.49,211.02,33000.0,22.62,0.0,0,1,0,2,1,1,0.0
29175,15.22,697.45,65000.0,26.2,0.0,1,2,10,0,0,1,0.0
10000,19.92,264.5,130000.0,13.03,0.0,1,3,10,0,1,9,9750.0
8950,16.49,316.83,25000.0,4.46,0.0,0,3,10,0,0,5,0.0
15000,6.62,460.56,78000.0,7.97,0.0,0,0,6,0,2,2,5850.0
21500,6.99,663.76,85000.0,11.86,0.0,0,0,7,0,1,1,6375.0
14400,12.85,484.16,66000.0,17.69,4.0,0,1,10,2,2,1,4950.0
15000,20.0,557.46,54000.0,29.02,0.0,0,3,7,0,0,3,0.0
30000,28.69,946.61,76000.0,22.03,0.0,1,5,10,0,1,7,5700.0
12000,10.99,392.81,55000.0,29.04,1.0,0,1,10,0,1,3,0.0
18625,16.99,462.78,80000.0,12.14,0.0,1,3,8,2,1,1,6000.0
6000,11.55,198.0,47000.0,24.28,0.0,0,1,10,2,0,1,0.0
10000,6.67,196.46,45000.0,30.11,0.0,1,0,0,0,1,3,0.0
15000,14.47,516.1,41000.0,30.24,0.0,0,2,10,2,1,1,0.0
20000,11.49,439.76,70000.0,26.71,0.0,1,1,3,1,1,1,5250.0
24000,13.44,551.5,170000.0,11.2,1.0,1,2,2,2,1,1,12750.0
30000,6.97,925.91,63000.0,10.46,0.0,0,0,2,0,0,1,0.0
26825,18.45,687.77,81000.0,24.46,0.0,1,3,-1,1,2,1,6075.0
3000,18.99,109.96,80000.0,2.99,0.0,0,3,-1,0,1,1,6000.0
1000,27.27,40.98,3000.0,14.0,0.0,0,4,10,2,0,0,0.0
14000,7.35,434.53,52000.0,23.08,0.0,0,0,10,0,2,0,0.0
22000,15.59,530.22,80000.0,22.2,0.0,1,3,5,0,1,1,6000.0
4000,16.91,142.44,31500.0,20.34,0.0,0,2,2,2,2,3,0.0
20000,6.03,608.72,82000.0,14.46,0.0,0,0,10,0,2,1,6150.0
25000,25.69,743.94,100000.0,21.07,0.0,1,5,6,0,2,1,7500.0
16000,14.47,550.51,105468.0,39.06,0.0,0,2,4,0,1,0,7910.099999999999
2800,10.75,91.34,62000.0,27.41,0.0,0,1,10,0,2,8,0.0
8150,19.52,300.9,31704.0,14.46,0.0,0,4,4,0,0,1,0.0
4325,10.91,141.42,42000.0,22.14,0.0,0,1,10,2,2,1,0.0
35000,7.89,1095.0,115500.0,27.2,0.0,0,0,10,0,0,1,8662.5
1600,8.99,50.88,59307.0,25.68,0.0,0,1,10,0,1,0,0.0
6000,13.11,202.49,52000.0,23.88,0.0,0,1,10,2,0,3,0.0
16000,13.99,372.21,250000.0,31.38,0.0,1,2,10,0,1,1,18750.0
18000,22.15,498.68,64000.0,28.61,0.0,1,4,2,0,0,1,0.0
20000,10.16,426.52,100000.0,11.7,0.0,1,1,10,0,0,2,7500.0
12000,9.58,384.85,156000.0,16.6,0.0,0,1,10,0,2,3,11700.0
5500,7.89,172.08,33500.0,14.37,0.0,0,0,1,2,0,1,0.0
5000,11.47,164.81,70000.0,7.9,0.0,0,1,2,2,1,10,5250.0
24000,13.59,553.35,50000.0,24.7,0.0,1,2,3,0,1,2,0.0
8000,11.48,263.74,110000.0,12.53,0.0,0,1,5,1,1,1,8250.0
2000,19.2,73.52,23400.0,15.74,0.0,0,3,7,0,0,2,0.0
3500,9.17,111.58,34000.0,7.7,1.0,0,1,10,1,2,1,0.0
30000,12.98,682.29,135000.0,12.53,0.0,1,1,6,0,2,1,10125.0
9050,15.61,316.44,45000.0,7.57,0.0,0,2,10,0,2,1,0.0
12000,10.99,392.81,110000.0,12.12,0.0,0,1,2,2,1,3,8250.0
12175,10.99,398.54,34826.0,20.3,0.0,0,1,10,0,0,1,0.0
8000,8.39,252.14,33000.0,18.87,0.0,0,0,-1,0,0,1,0.0
20000,6.03,608.72,55000.0,11.78,0.0,0,0,7,0,1,1,0.0
10000,10.75,326.21,62000.0,7.18,3.0,0,1,10,1,1,0,0.0
7500,11.49,247.29,43000.0,13.76,0.0,0,1,1,2,1,1,0.0
19500,14.07,667.13,137000.0,5.96,0.0,0,2,0,2,2,0,10275.0
15000,8.99,476.93,65000.0,14.49,0.0,0,1,6,0,2,1,0.0
7725,11.49,254.71,28000.0,33.43,0.0,0,1,10,0,1,3,0.0
24000,15.61,578.68,110000.0,5.62,0.0,1,3,10,0,1,1,8250.0
10000,21.85,275.34,56400.0,27.95,5.0,1,3,10,2,1,3,0.0
15000,11.49,494.57,45000.0,24.03,0.0,0,1,10,2,1,1,0.0
2925,16.55,103.64,32000.0,17.25,0.0,0,3,3,2,2,1,0.0
18250,18.55,468.91,60000.0,11.76,0.0,1,4,1,2,2,1,0.0
21000,18.99,544.64,20952.0,4.87,0.0,1,3,-1,0,0,1,0.0
5400,7.29,167.46,45000.0,23.89,0.0,0,0,4,2,1,0,0.0
14400,7.62,448.73,100000.0,6.78,1.0,0,0,10,1,2,3,7500.0
13450,12.88,452.41,80000.0,11.4,2.0,0,2,10,0,0,1,6000.0
9225,11.49,304.16,46000.0,14.69,0.0,0,1,10,0,1,2,0.0
29450,15.61,710.08,104000.0,38.9,0.0,1,3,10,0,1,3,7800.0
12000,18.94,310.9,72400.0,34.91,0.0,1,3,7,0,2,1,5430.0
12000,14.65,283.28,68700.0,28.35,0.0,1,2,10,0,2,1,5152.5
30000,24.5,871.77,98000.0,11.8,1.0,1,5,8,0,0,1,7350.0
8000,9.93,257.88,65000.0,33.47,1.0,0,1,10,1,2,1,0.0
